,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1453,50,blue-collar,divorced,primary,no,134,no,no,unknown,8,may,263,2,-1,0,unknown,no
1455,44,services,single,secondary,no,1378,yes,no,unknown,8,may,257,2,-1,0,unknown,no
1458,45,services,married,secondary,no,22,yes,no,unknown,8,may,209,3,-1,0,unknown,no
1460,49,blue-collar,single,primary,no,1164,yes,no,unknown,8,may,72,1,-1,0,unknown,no
1470,43,services,single,unknown,no,193,yes,no,unknown,8,may,74,7,-1,0,unknown,no
1472,51,management,married,tertiary,no,751,no,no,unknown,8,may,261,5,-1,0,unknown,no
1476,42,blue-collar,married,secondary,no,376,yes,no,unknown,8,may,15,1,-1,0,unknown,no
1482,30,blue-collar,married,secondary,no,2850,no,no,unknown,8,may,181,2,-1,0,unknown,no
1483,37,blue-collar,divorced,secondary,no,48,yes,no,unknown,8,may,133,2,-1,0,unknown,no
1487,35,technician,single,secondary,no,433,yes,no,unknown,8,may,163,2,-1,0,unknown,no
1490,34,blue-collar,married,secondary,no,129,yes,no,unknown,8,may,71,2,-1,0,unknown,no
1495,31,blue-collar,married,secondary,no,186,yes,no,unknown,8,may,257,3,-1,0,unknown,no
1496,57,admin.,married,secondary,no,1216,yes,no,unknown,8,may,255,6,-1,0,unknown,no
1497,50,management,divorced,tertiary,no,704,yes,no,unknown,8,may,233,2,-1,0,unknown,no
1499,39,blue-collar,married,primary,no,830,yes,no,unknown,8,may,246,2,-1,0,unknown,no
1504,31,technician,single,tertiary,no,948,yes,no,unknown,8,may,91,2,-1,0,unknown,no
1506,36,blue-collar,married,unknown,no,70,yes,no,unknown,8,may,219,4,-1,0,unknown,no
1519,42,management,single,tertiary,no,1768,yes,no,unknown,8,may,193,2,-1,0,unknown,no
1522,38,unemployed,married,primary,no,1147,yes,yes,unknown,8,may,249,5,-1,0,unknown,no
1529,32,unemployed,single,secondary,no,177,yes,no,unknown,8,may,21,3,-1,0,unknown,no
1532,41,management,single,tertiary,no,572,yes,no,unknown,8,may,8,2,-1,0,unknown,no
1544,37,admin.,married,secondary,no,14,yes,no,unknown,8,may,176,2,-1,0,unknown,no
1546,52,blue-collar,married,secondary,no,557,no,no,unknown,8,may,111,3,-1,0,unknown,no
1552,47,blue-collar,married,primary,no,430,no,no,unknown,8,may,89,8,-1,0,unknown,no
1558,36,services,married,secondary,no,42,yes,no,unknown,8,may,102,4,-1,0,unknown,no
1567,51,blue-collar,married,primary,no,202,yes,no,unknown,8,may,200,2,-1,0,unknown,no
1569,52,blue-collar,married,secondary,no,-17,yes,no,unknown,8,may,37,3,-1,0,unknown,no
1577,34,admin.,married,tertiary,no,221,yes,no,unknown,8,may,185,4,-1,0,unknown,no
1581,39,blue-collar,married,primary,no,-432,yes,no,unknown,8,may,159,3,-1,0,unknown,no
1584,39,management,single,tertiary,no,-85,yes,no,unknown,8,may,423,2,-1,0,unknown,no
1587,26,management,single,tertiary,no,498,yes,no,unknown,8,may,99,3,-1,0,unknown,no
1591,47,technician,divorced,secondary,no,699,yes,no,unknown,8,may,182,1,-1,0,unknown,no
1623,32,blue-collar,married,secondary,no,536,yes,no,unknown,9,may,208,2,-1,0,unknown,no
1628,45,admin.,married,secondary,no,180,yes,no,unknown,9,may,218,1,-1,0,unknown,no
1631,53,entrepreneur,married,secondary,no,-118,yes,no,unknown,9,may,101,3,-1,0,unknown,no
1648,31,technician,single,tertiary,no,22,yes,no,unknown,9,may,483,3,-1,0,unknown,yes
1650,41,technician,married,secondary,no,483,yes,no,unknown,9,may,319,1,-1,0,unknown,no
1655,41,technician,single,secondary,no,-320,yes,no,unknown,9,may,128,1,-1,0,unknown,no
1658,26,blue-collar,single,secondary,no,100,yes,no,unknown,9,may,24,1,-1,0,unknown,no
1668,41,unemployed,married,secondary,no,121,yes,no,unknown,9,may,390,2,-1,0,unknown,no
1671,32,services,married,secondary,no,2068,yes,yes,unknown,9,may,143,1,-1,0,unknown,no
1678,52,services,divorced,primary,no,146,yes,no,unknown,9,may,93,1,-1,0,unknown,no
1684,40,housemaid,divorced,secondary,no,108,no,no,unknown,9,may,93,1,-1,0,unknown,no
1687,25,admin.,single,secondary,no,131,yes,yes,unknown,9,may,237,1,-1,0,unknown,no
1689,31,admin.,married,secondary,no,307,yes,no,unknown,9,may,538,1,-1,0,unknown,yes
1691,32,blue-collar,divorced,secondary,no,739,yes,no,unknown,9,may,171,1,-1,0,unknown,no
1696,34,blue-collar,married,primary,no,-78,yes,no,unknown,9,may,198,1,-1,0,unknown,no
1697,31,admin.,married,secondary,no,355,yes,no,unknown,9,may,239,1,-1,0,unknown,no
1704,26,services,single,secondary,no,187,yes,no,unknown,9,may,341,1,-1,0,unknown,no
1705,36,services,married,secondary,no,335,yes,no,unknown,9,may,339,2,-1,0,unknown,no
1707,26,blue-collar,single,secondary,no,-116,yes,yes,unknown,9,may,208,1,-1,0,unknown,no
1708,49,self-employed,married,tertiary,no,1842,yes,no,unknown,9,may,124,2,-1,0,unknown,no
1713,37,services,single,secondary,no,253,yes,yes,unknown,9,may,280,1,-1,0,unknown,no
1722,37,admin.,divorced,secondary,no,34,yes,no,unknown,9,may,144,3,-1,0,unknown,no
1725,42,blue-collar,married,primary,no,-67,yes,no,unknown,9,may,128,1,-1,0,unknown,no
1728,59,blue-collar,single,primary,no,96,yes,no,unknown,9,may,123,1,-1,0,unknown,no
1742,29,admin.,divorced,secondary,no,0,no,no,unknown,9,may,393,1,-1,0,unknown,no
1743,39,blue-collar,single,secondary,no,217,yes,no,unknown,9,may,107,1,-1,0,unknown,no
1746,22,admin.,single,secondary,no,-1,yes,no,unknown,9,may,136,1,-1,0,unknown,no
1749,25,admin.,single,secondary,no,787,yes,no,unknown,9,may,164,1,-1,0,unknown,no
1752,31,unemployed,married,primary,no,213,yes,no,unknown,9,may,479,2,-1,0,unknown,no
1768,32,blue-collar,married,secondary,yes,-1,yes,no,unknown,9,may,653,1,-1,0,unknown,yes
1770,36,blue-collar,divorced,unknown,no,0,yes,no,unknown,9,may,377,1,-1,0,unknown,no
1779,27,admin.,single,secondary,no,662,yes,no,unknown,9,may,544,1,-1,0,unknown,no
1791,30,blue-collar,single,primary,no,383,yes,no,unknown,9,may,135,1,-1,0,unknown,no
1794,35,blue-collar,married,primary,no,108,yes,no,unknown,9,may,200,4,-1,0,unknown,no
1801,34,blue-collar,married,primary,no,139,yes,no,unknown,9,may,106,1,-1,0,unknown,no
1802,29,services,single,secondary,no,262,yes,no,unknown,9,may,134,1,-1,0,unknown,no
1806,37,admin.,single,secondary,no,1113,yes,no,unknown,9,may,237,1,-1,0,unknown,no
1812,39,services,married,secondary,no,304,yes,yes,unknown,9,may,323,1,-1,0,unknown,no
1821,47,blue-collar,married,primary,no,94,yes,no,unknown,9,may,209,3,-1,0,unknown,no
1822,33,management,single,secondary,no,-665,yes,yes,unknown,9,may,188,1,-1,0,unknown,no
1827,33,blue-collar,married,secondary,no,269,yes,no,unknown,9,may,365,1,-1,0,unknown,no
1844,27,unemployed,married,primary,no,7459,yes,no,unknown,9,may,407,2,-1,0,unknown,no
1845,58,retired,divorced,primary,no,47,yes,no,unknown,9,may,225,1,-1,0,unknown,no
1849,38,technician,married,secondary,yes,9,yes,no,unknown,9,may,129,3,-1,0,unknown,no
1868,37,blue-collar,married,secondary,no,131,yes,no,unknown,9,may,137,2,-1,0,unknown,no
1869,27,technician,single,secondary,no,527,yes,no,unknown,9,may,118,1,-1,0,unknown,no
1874,38,blue-collar,married,secondary,no,-388,yes,no,unknown,9,may,412,1,-1,0,unknown,no
1876,44,blue-collar,married,primary,no,-11,yes,no,unknown,9,may,13,1,-1,0,unknown,no
1882,30,services,married,primary,no,21,yes,no,unknown,9,may,409,3,-1,0,unknown,no
1889,29,technician,single,tertiary,no,542,yes,no,unknown,9,may,338,3,-1,0,unknown,no
1893,31,blue-collar,married,secondary,no,4471,yes,no,unknown,9,may,296,2,-1,0,unknown,no
1924,29,admin.,single,secondary,no,356,yes,no,unknown,9,may,106,1,-1,0,unknown,no
1927,41,services,married,secondary,no,510,yes,no,unknown,9,may,231,2,-1,0,unknown,no
1930,39,entrepreneur,married,tertiary,no,338,yes,no,unknown,9,may,107,4,-1,0,unknown,no
1932,33,blue-collar,single,secondary,no,328,yes,no,unknown,9,may,142,2,-1,0,unknown,no
1942,47,technician,single,unknown,no,77,yes,no,unknown,9,may,83,4,-1,0,unknown,no
1945,31,services,single,secondary,yes,68,yes,no,unknown,9,may,169,2,-1,0,unknown,no
1949,44,management,married,tertiary,no,392,yes,no,unknown,9,may,124,2,-1,0,unknown,no
1959,32,admin.,divorced,secondary,no,43,yes,no,unknown,9,may,218,2,-1,0,unknown,no
1967,37,blue-collar,married,primary,no,2378,yes,no,unknown,9,may,460,2,-1,0,unknown,no
1969,25,admin.,single,secondary,no,96,yes,no,unknown,9,may,176,2,-1,0,unknown,no
1978,38,self-employed,married,secondary,no,138,no,no,unknown,9,may,182,3,-1,0,unknown,no
1983,34,blue-collar,single,secondary,no,297,yes,no,unknown,9,may,407,4,-1,0,unknown,no
1984,32,blue-collar,married,primary,no,-89,yes,no,unknown,9,may,389,2,-1,0,unknown,no
1986,30,services,married,secondary,no,152,yes,no,unknown,9,may,115,2,-1,0,unknown,no
1987,41,management,single,tertiary,no,1696,yes,no,unknown,9,may,878,3,-1,0,unknown,no
1995,27,technician,single,secondary,no,769,yes,no,unknown,9,may,317,2,-1,0,unknown,no
1996,32,blue-collar,married,secondary,no,120,yes,yes,unknown,9,may,214,3,-1,0,unknown,no
2001,52,management,married,primary,no,226,yes,no,unknown,9,may,86,4,-1,0,unknown,no
2015,31,admin.,single,secondary,no,620,no,no,unknown,9,may,166,3,-1,0,unknown,no
2020,31,management,single,tertiary,no,6248,yes,no,unknown,9,may,154,2,-1,0,unknown,no
2024,31,management,single,tertiary,no,606,yes,no,unknown,9,may,111,2,-1,0,unknown,no
2026,27,blue-collar,married,secondary,no,564,yes,no,unknown,9,may,257,3,-1,0,unknown,no
2029,43,blue-collar,married,primary,no,757,yes,no,unknown,9,may,315,4,-1,0,unknown,no
2036,40,services,married,secondary,no,69,yes,no,unknown,9,may,143,3,-1,0,unknown,no
2037,31,management,married,tertiary,no,713,yes,no,unknown,9,may,1534,2,-1,0,unknown,no
2038,42,blue-collar,married,primary,no,-10,yes,no,unknown,9,may,291,4,-1,0,unknown,no
2052,50,management,married,tertiary,no,107,yes,no,unknown,12,may,1002,5,-1,0,unknown,no
2057,34,blue-collar,married,secondary,no,0,yes,no,unknown,12,may,111,2,-1,0,unknown,no
2061,25,student,married,tertiary,no,333,yes,no,unknown,12,may,399,3,-1,0,unknown,no
2066,55,retired,married,secondary,no,18722,yes,no,unknown,12,may,128,2,-1,0,unknown,no
2068,43,unemployed,married,secondary,no,210,yes,no,unknown,12,may,88,5,-1,0,unknown,no
2069,35,blue-collar,married,secondary,no,325,no,no,unknown,12,may,592,2,-1,0,unknown,no
2071,42,blue-collar,married,primary,no,-25,yes,no,unknown,12,may,62,2,-1,0,unknown,no
2072,40,technician,married,secondary,no,66,yes,no,unknown,12,may,29,8,-1,0,unknown,no
2075,49,technician,married,secondary,no,4785,no,no,unknown,12,may,160,4,-1,0,unknown,no
2080,28,admin.,married,secondary,no,-201,yes,no,unknown,12,may,286,4,-1,0,unknown,no
2089,55,services,single,secondary,no,-40,yes,no,unknown,12,may,178,2,-1,0,unknown,no
2095,40,services,single,secondary,no,737,yes,no,unknown,12,may,117,2,-1,0,unknown,no
2098,27,management,single,tertiary,no,541,yes,no,unknown,12,may,145,1,-1,0,unknown,no
2099,31,services,single,secondary,no,2963,yes,no,unknown,12,may,124,1,-1,0,unknown,no
2101,33,blue-collar,divorced,secondary,no,75,yes,yes,unknown,12,may,94,2,-1,0,unknown,no
2119,25,student,single,tertiary,no,641,yes,no,unknown,12,may,53,1,-1,0,unknown,no
2143,25,admin.,single,tertiary,no,40,no,no,unknown,12,may,64,1,-1,0,unknown,no
2146,33,admin.,single,secondary,no,395,yes,no,unknown,12,may,95,8,-1,0,unknown,no
2152,59,retired,married,secondary,no,434,yes,no,unknown,12,may,63,3,-1,0,unknown,no
2158,44,blue-collar,married,secondary,no,23,yes,no,unknown,12,may,388,2,-1,0,unknown,no
2159,33,management,single,tertiary,no,1011,yes,no,unknown,12,may,1495,4,-1,0,unknown,no
2162,28,admin.,married,secondary,no,957,yes,yes,unknown,12,may,646,3,-1,0,unknown,no
2174,58,blue-collar,married,secondary,no,1166,yes,no,unknown,12,may,493,1,-1,0,unknown,no
2175,35,management,single,tertiary,no,244,yes,no,unknown,12,may,225,1,-1,0,unknown,no
2176,29,services,single,secondary,no,-72,yes,no,unknown,12,may,208,1,-1,0,unknown,no
2178,43,blue-collar,married,primary,no,0,yes,no,unknown,12,may,3,1,-1,0,unknown,no
2180,31,admin.,single,secondary,no,130,yes,yes,unknown,12,may,132,1,-1,0,unknown,no
2181,34,blue-collar,married,secondary,no,187,yes,no,unknown,12,may,379,2,-1,0,unknown,no
2183,33,technician,single,secondary,no,14,yes,no,unknown,12,may,188,1,-1,0,unknown,no
2186,49,services,single,secondary,no,5028,yes,no,unknown,12,may,891,1,-1,0,unknown,no
2199,29,unemployed,married,secondary,no,380,no,yes,unknown,12,may,154,2,-1,0,unknown,no
2214,28,services,single,secondary,no,-260,yes,no,unknown,12,may,170,2,-1,0,unknown,no
2223,28,technician,single,secondary,no,34,yes,no,unknown,12,may,136,4,-1,0,unknown,no
2225,41,blue-collar,married,unknown,no,31,no,no,unknown,12,may,529,2,-1,0,unknown,no
2230,31,blue-collar,divorced,secondary,no,387,yes,no,unknown,12,may,220,3,-1,0,unknown,no
2232,52,admin.,divorced,secondary,no,944,yes,no,unknown,12,may,198,3,-1,0,unknown,no
2236,24,student,single,tertiary,no,1535,yes,no,unknown,12,may,126,2,-1,0,unknown,no
2248,44,blue-collar,married,secondary,no,78,yes,no,unknown,12,may,253,2,-1,0,unknown,no
2252,40,technician,married,secondary,no,2576,yes,yes,unknown,12,may,10,11,-1,0,unknown,no
2258,23,admin.,single,secondary,no,1104,yes,no,unknown,12,may,120,2,-1,0,unknown,no
2260,21,student,single,unknown,no,137,yes,no,unknown,12,may,198,3,-1,0,unknown,no
2262,46,entrepreneur,married,tertiary,no,-43,no,no,unknown,12,may,138,8,-1,0,unknown,no
2263,55,blue-collar,married,primary,no,309,yes,no,unknown,12,may,115,4,-1,0,unknown,no
2270,32,admin.,single,secondary,no,1466,yes,no,unknown,12,may,264,2,-1,0,unknown,no
2281,31,admin.,married,secondary,no,-474,yes,no,unknown,12,may,215,2,-1,0,unknown,no
2285,34,admin.,single,secondary,no,1504,yes,no,unknown,12,may,395,3,-1,0,unknown,no
2286,38,management,married,tertiary,no,551,yes,no,unknown,12,may,1875,4,-1,0,unknown,no
2287,31,services,married,secondary,no,-759,yes,no,unknown,12,may,220,2,-1,0,unknown,no
2295,36,blue-collar,single,secondary,no,90,yes,no,unknown,12,may,13,5,-1,0,unknown,no
2296,46,blue-collar,married,primary,no,0,yes,no,unknown,12,may,51,9,-1,0,unknown,no
2303,30,technician,single,secondary,no,317,yes,no,unknown,12,may,246,6,-1,0,unknown,no
2304,33,blue-collar,divorced,secondary,no,176,yes,no,unknown,12,may,157,5,-1,0,unknown,no
2308,43,blue-collar,married,primary,no,1401,yes,no,unknown,12,may,195,2,-1,0,unknown,no
2317,48,blue-collar,married,primary,no,762,yes,no,unknown,12,may,81,4,-1,0,unknown,no
2321,56,admin.,married,secondary,no,11,no,no,unknown,13,may,42,3,-1,0,unknown,no
2325,32,admin.,single,tertiary,no,594,yes,no,unknown,13,may,134,2,-1,0,unknown,no
2329,35,blue-collar,married,primary,no,414,no,no,unknown,13,may,504,4,-1,0,unknown,yes
2345,27,blue-collar,single,secondary,no,181,no,no,unknown,13,may,147,1,-1,0,unknown,no
2346,22,services,married,secondary,no,83,yes,no,unknown,13,may,101,1,-1,0,unknown,no
2349,34,admin.,married,secondary,no,3185,yes,no,unknown,13,may,520,1,-1,0,unknown,no
2372,37,admin.,married,secondary,no,36,yes,no,unknown,13,may,428,1,-1,0,unknown,no
2374,29,technician,single,secondary,no,544,yes,no,unknown,13,may,360,1,-1,0,unknown,no
2378,38,management,married,tertiary,no,119,yes,no,unknown,13,may,568,4,-1,0,unknown,yes
2380,22,management,single,secondary,no,594,yes,no,unknown,13,may,154,1,-1,0,unknown,no
2384,26,blue-collar,single,secondary,no,309,yes,no,unknown,13,may,210,1,-1,0,unknown,no
2385,41,blue-collar,divorced,primary,yes,210,yes,no,unknown,13,may,383,1,-1,0,unknown,no
2388,24,services,single,secondary,yes,-122,yes,no,unknown,13,may,1000,1,-1,0,unknown,yes
2395,31,technician,single,tertiary,no,279,yes,no,unknown,13,may,198,1,-1,0,unknown,no
2399,33,blue-collar,married,primary,no,1309,yes,no,unknown,13,may,262,1,-1,0,unknown,no
2401,23,admin.,single,secondary,no,5,yes,no,unknown,13,may,93,1,-1,0,unknown,no
2408,59,retired,divorced,unknown,no,-49,yes,no,unknown,13,may,248,2,-1,0,unknown,no
2412,37,services,single,secondary,no,1950,yes,no,unknown,13,may,370,1,-1,0,unknown,no
2418,28,blue-collar,married,unknown,no,52,yes,no,unknown,13,may,226,1,-1,0,unknown,no
2420,34,management,married,tertiary,no,1557,yes,yes,unknown,13,may,213,1,-1,0,unknown,no
2423,50,management,married,primary,no,478,no,no,unknown,13,may,126,5,-1,0,unknown,no
2426,26,blue-collar,single,secondary,no,401,yes,no,unknown,13,may,373,1,-1,0,unknown,no
2439,31,self-employed,married,secondary,no,263,yes,no,unknown,13,may,150,2,-1,0,unknown,no
2440,45,blue-collar,married,secondary,no,4646,yes,no,unknown,13,may,118,1,-1,0,unknown,no
2446,49,self-employed,married,tertiary,no,2199,yes,no,unknown,13,may,98,1,-1,0,unknown,no
2447,42,blue-collar,married,secondary,no,476,yes,no,unknown,13,may,93,1,-1,0,unknown,no
2460,26,blue-collar,single,secondary,no,-204,yes,no,unknown,13,may,609,2,-1,0,unknown,no
2461,54,blue-collar,married,unknown,no,363,yes,no,unknown,13,may,202,1,-1,0,unknown,no
2462,44,technician,divorced,secondary,no,181,no,no,unknown,13,may,302,1,-1,0,unknown,no
2466,42,management,married,tertiary,no,1823,yes,no,unknown,13,may,31,1,-1,0,unknown,no
2479,41,technician,divorced,secondary,no,225,yes,yes,unknown,13,may,139,1,-1,0,unknown,no
2483,49,management,married,tertiary,no,400,yes,no,unknown,13,may,122,1,-1,0,unknown,no
2486,48,management,married,tertiary,no,1949,yes,no,unknown,13,may,683,2,-1,0,unknown,yes
2488,48,management,married,tertiary,no,618,no,no,unknown,13,may,149,1,-1,0,unknown,no
2496,54,admin.,divorced,secondary,no,1814,no,no,unknown,13,may,521,1,-1,0,unknown,no
2500,43,blue-collar,married,unknown,no,-633,yes,yes,unknown,13,may,277,1,-1,0,unknown,no
2504,51,admin.,single,secondary,no,3132,no,no,unknown,13,may,459,1,-1,0,unknown,no
2511,47,blue-collar,married,primary,no,521,yes,no,unknown,13,may,262,1,-1,0,unknown,no
2512,45,services,married,secondary,no,350,yes,yes,unknown,13,may,146,1,-1,0,unknown,no
2522,54,services,married,secondary,no,1301,yes,no,unknown,13,may,173,1,-1,0,unknown,no
2533,56,self-employed,married,secondary,no,123,no,no,unknown,13,may,81,1,-1,0,unknown,no
2535,27,blue-collar,married,secondary,no,0,yes,no,unknown,13,may,296,1,-1,0,unknown,no
2546,37,entrepreneur,divorced,secondary,no,175,yes,yes,unknown,13,may,753,6,-1,0,unknown,yes
2553,39,admin.,single,secondary,no,14,yes,yes,unknown,13,may,19,9,-1,0,unknown,no
2559,50,unemployed,married,secondary,no,3478,yes,no,unknown,13,may,342,3,-1,0,unknown,no
2566,46,blue-collar,divorced,primary,no,274,yes,no,unknown,13,may,20,1,-1,0,unknown,no
2567,41,management,married,tertiary,no,0,yes,no,unknown,13,may,161,1,-1,0,unknown,no
2571,60,admin.,divorced,unknown,no,791,yes,no,unknown,13,may,144,1,-1,0,unknown,no
2575,41,technician,single,unknown,no,356,yes,no,unknown,13,may,93,2,-1,0,unknown,no
2578,31,admin.,single,secondary,no,513,yes,no,unknown,13,may,180,1,-1,0,unknown,no
2586,46,management,married,tertiary,no,618,yes,no,unknown,13,may,54,3,-1,0,unknown,no
2590,31,blue-collar,single,secondary,no,-745,yes,no,unknown,13,may,227,1,-1,0,unknown,no
2591,54,services,married,secondary,no,88,yes,no,unknown,13,may,190,1,-1,0,unknown,no
2609,57,blue-collar,married,primary,no,1460,no,no,unknown,13,may,91,2,-1,0,unknown,no
2612,44,technician,married,primary,no,2887,yes,no,unknown,13,may,182,1,-1,0,unknown,no
2613,38,admin.,single,unknown,no,446,yes,no,unknown,13,may,386,1,-1,0,unknown,no
2619,49,management,married,tertiary,no,12482,yes,yes,unknown,13,may,46,3,-1,0,unknown,no
2622,32,blue-collar,single,secondary,no,1940,yes,yes,unknown,13,may,299,3,-1,0,unknown,no
2629,46,technician,single,secondary,no,148,yes,no,unknown,13,may,210,1,-1,0,unknown,no
2634,47,blue-collar,married,primary,no,2466,yes,no,unknown,13,may,142,2,-1,0,unknown,no
2635,47,blue-collar,married,unknown,no,1045,yes,no,unknown,13,may,411,2,-1,0,unknown,no
2647,41,management,married,primary,no,-4,yes,yes,unknown,13,may,181,3,-1,0,unknown,no
2655,43,blue-collar,married,primary,no,2047,yes,no,unknown,13,may,163,2,-1,0,unknown,no
2658,25,blue-collar,married,secondary,no,53,yes,no,unknown,13,may,331,2,-1,0,unknown,no
2661,31,technician,single,secondary,no,849,yes,yes,unknown,13,may,295,2,-1,0,unknown,no
2671,23,blue-collar,married,primary,no,-213,no,no,unknown,13,may,165,2,-1,0,unknown,no
2676,33,management,married,secondary,no,-15,yes,no,unknown,13,may,247,3,-1,0,unknown,no
2681,54,retired,married,secondary,no,2626,no,no,unknown,13,may,151,2,-1,0,unknown,no
